datestamp,centre_name,value
2019-06-14,Met Office - Bradford,760154
2019-06-15,Met Office - Bradford,658700
2019-06-16,Met Office - Bradford,719264
2019-06-17,Met Office - Bradford,619848
2019-06-18,Met Office - Bradford,735236
2019-06-19,Met Office - Bradford,671561
2019-06-20,Met Office - Bradford,755386
2019-06-21,Met Office - Bradford,771972
2019-06-22,Met Office - Bradford,750651
2019-06-23,Met Office - Bradford,764451
2019-06-24,Met Office - Bradford,679100
2019-06-25,Met Office - Bradford,753815
2019-06-26,Met Office - Bradford,725775
2019-06-27,Met Office - Bradford,831614
2019-06-28,Met Office - Bradford,816056
2019-06-29,Met Office - Bradford,795731
2019-06-30,Met Office - Bradford,761008
2019-07-01,Met Office - Bradford,787991
2019-07-02,Met Office - Bradford,704951
2019-07-03,Met Office - Bradford,656982
2019-07-04,Met Office - Bradford,753399
2019-07-05,Met Office - Bradford,708598
2019-07-06,Met Office - Bradford,808617
2019-07-07,Met Office - Bradford,719864
2019-07-08,Met Office - Bradford,748446
2019-07-09,Met Office - Bradford,732280
2019-07-10,Met Office - Bradford,786291
2019-07-11,Met Office - Bradford,807255
2019-07-12,Met Office - Bradford,735071
2019-07-13,Met Office - Bradford,743504
2019-07-14,Met Office - Bradford,723087
2019-07-15,Met Office - Bradford,736265
2019-07-16,Met Office - Bradford,777679
2019-07-17,Met Office - Bradford,868436
2019-07-18,Met Office - Bradford,831798
2019-07-19,Met Office - Bradford,745644
2019-07-20,Met Office - Bradford,748934
2019-07-21,Met Office - Bradford,762087
2019-07-22,Met Office - Bradford,827854
2019-07-23,Met Office - Bradford,828562
2019-07-24,Met Office - Bradford,763833
2019-07-25,Met Office - Bradford,756676
2019-07-26,Met Office - Bradford,718104
2019-07-27,Met Office - Bradford,661192
2019-07-28,Met Office - Bradford,648466
2019-07-29,Met Office - Bradford,757350
2019-07-30,Met Office - Bradford,792305
2019-07-31,Met Office - Bradford,764404
2019-08-01,Met Office - Bradford,732062
2019-08-02,Met Office - Bradford,737925
2019-08-03,Met Office - Bradford,693236
2019-08-04,Met Office - Bradford,736617
2019-08-05,Met Office - Bradford,732448
2019-08-06,Met Office - Bradford,748451
2019-08-07,Met Office - Bradford,792005
2019-08-08,Met Office - Bradford,819268
2019-08-09,Met Office - Bradford,882423
2019-08-10,Met Office - Bradford,822363
2019-08-11,Met Office - Bradford,785539
2019-08-12,Met Office - Bradford,921993
2019-08-13,Met Office - Bradford,865853
2019-08-14,Met Office - Bradford,905371
2019-08-15,Met Office - Bradford,806612
2019-08-16,Met Office - Bradford,829282
2019-08-17,Met Office - Bradford,730078
2019-08-18,Met Office - Bradford,741533
2019-08-19,Met Office - Bradford,893987
2019-08-20,Met Office - Bradford,902204
2019-08-21,Met Office - Bradford,835446
2019-08-22,Met Office - Bradford,684018
2019-08-23,Met Office - Bradford,880493
2019-08-24,Met Office - Bradford,746826
2019-08-25,Met Office - Bradford,707429
2019-08-26,Met Office - Bradford,840177
2019-08-27,Met Office - Bradford,864530
2019-08-28,Met Office - Bradford,850958
2019-08-29,Met Office - Bradford,848150
2019-08-30,Met Office - Bradford,831664
2019-08-31,Met Office - Bradford,861039
2019-09-01,Met Office - Bradford,751335
2019-09-02,Met Office - Bradford,755932
2019-09-03,Met Office - Bradford,725488
2019-09-04,Met Office - Bradford,747358
2019-09-05,Met Office - Bradford,658940
2019-09-06,Met Office - Bradford,720839
2019-09-07,Met Office - Bradford,633709
2019-09-08,Met Office - Bradford,674451
2019-09-09,Met Office - Bradford,676626
2019-09-10,Met Office - Bradford,647893
2019-09-11,Met Office - Bradford,694801
2019-09-12,Met Office - Bradford,709497
2019-09-13,Met Office - Bradford,651193
2019-09-14,Met Office - Bradford,585541
2019-09-15,Met Office - Bradford,613894
2019-09-16,Met Office - Bradford,603444
2019-09-17,Met Office - Bradford,697046
2019-09-18,Met Office - Bradford,654615
2019-09-19,Met Office - Bradford,715832
2019-09-20,Met Office - Bradford,700066
2019-09-21,Met Office - Bradford,639137
2019-09-22,Met Office - Bradford,595611
2019-09-23,Met Office - Bradford,601920
2019-09-24,Met Office - Bradford,639293
2019-09-25,Met Office - Bradford,644664
2019-09-26,Met Office - Bradford,677683
2019-09-27,Met Office - Bradford,718386
2019-09-28,Met Office - Bradford,664459
2019-09-29,Met Office - Bradford,734736
2019-09-30,Met Office - Bradford,672726
2019-10-01,Met Office - Bradford,692777
2019-10-02,Met Office - Bradford,640914
2019-10-03,Met Office - Bradford,628519
2019-10-04,Met Office - Bradford,615054
2019-10-05,Met Office - Bradford,613766
2019-10-06,Met Office - Bradford,589021
2019-10-07,Met Office - Bradford,593218
2019-10-08,Met Office - Bradford,653647
2019-10-09,Met Office - Bradford,611222
2019-10-10,Met Office - Bradford,671579
2019-10-11,Met Office - Bradford,627963
2019-10-12,Met Office - Bradford,561481
2019-10-13,Met Office - Bradford,645112
2019-10-14,Met Office - Bradford,683728
2019-10-15,Met Office - Bradford,744343
2019-10-16,Met Office - Bradford,678115
2019-10-17,Met Office - Bradford,763464
2019-10-18,Met Office - Bradford,739955
2019-10-19,Met Office - Bradford,782055
2019-10-20,Met Office - Bradford,767930
2019-10-21,Met Office - Bradford,700209
2019-10-22,Met Office - Bradford,756546
2019-10-23,Met Office - Bradford,720988
2019-10-24,Met Office - Bradford,812733
2019-10-25,Met Office - Bradford,838803
2019-10-26,Met Office - Bradford,777947
2019-10-27,Met Office - Bradford,834085
2019-10-28,Met Office - Bradford,742805
2019-10-29,Met Office - Bradford,723237
2019-10-30,Met Office - Bradford,655321
2019-10-31,Met Office - Bradford,702835
2019-11-01,Met Office - Bradford,741403
2019-11-02,Met Office - Bradford,657467
2019-11-03,Met Office - Bradford,720976
2019-11-04,Met Office - Bradford,634899
2019-11-05,Met Office - Bradford,635213
2019-11-06,Met Office - Bradford,620783
2019-11-07,Met Office - Bradford,671555
2019-11-08,Met Office - Bradford,651942
2019-11-09,Met Office - Bradford,640636
2019-11-10,Met Office - Bradford,630920
2019-11-11,Met Office - Bradford,655993
2019-11-12,Met Office - Bradford,664204
2019-11-13,Met Office - Bradford,569326
2019-11-14,Met Office - Bradford,564726
2019-11-15,Met Office - Bradford,591073
2019-11-16,Met Office - Bradford,631412
2019-11-17,Met Office - Bradford,607387
2019-11-18,Met Office - Bradford,624846
2019-11-19,Met Office - Bradford,600738
2019-11-20,Met Office - Bradford,606059
2019-11-21,Met Office - Bradford,658263
2019-11-22,Met Office - Bradford,628866
2019-11-23,Met Office - Bradford,587882
2019-11-24,Met Office - Bradford,602339
2019-11-25,Met Office - Bradford,595587
2019-11-26,Met Office - Bradford,636047
2019-11-27,Met Office - Bradford,675156
2019-11-28,Met Office - Bradford,676472
2019-11-29,Met Office - Bradford,724233
2019-11-30,Met Office - Bradford,662182
2019-12-01,Met Office - Bradford,674375
2019-12-02,Met Office - Bradford,755917
2019-12-03,Met Office - Bradford,750473
2019-12-04,Met Office - Bradford,649966
2019-12-05,Met Office - Bradford,646662
2019-12-06,Met Office - Bradford,662630
2019-12-07,Met Office - Bradford,632256
2019-12-08,Met Office - Bradford,640669
2019-12-09,Met Office - Bradford,629495
2019-12-10,Met Office - Bradford,649191
2019-12-11,Met Office - Bradford,624623
2019-12-12,Met Office - Bradford,583409
2019-12-13,Met Office - Bradford,628945
2019-12-14,Met Office - Bradford,611690
2019-12-15,Met Office - Bradford,601308
2019-12-16,Met Office - Bradford,644284
2019-12-17,Met Office - Bradford,603404
2019-12-18,Met Office - Bradford,658137
2019-12-19,Met Office - Bradford,630535
2019-12-20,Met Office - Bradford,649501
2019-12-21,Met Office - Bradford,663798
2019-12-22,Met Office - Bradford,658248
2019-12-23,Met Office - Bradford,650656
2019-12-24,Met Office - Bradford,681183
2019-12-25,Met Office - Bradford,618318
2019-12-26,Met Office - Bradford,615682
2019-12-27,Met Office - Bradford,668934
2019-12-28,Met Office - Bradford,656354
2019-12-29,Met Office - Bradford,620494
2019-12-30,Met Office - Bradford,607838
2019-12-31,Met Office - Bradford,629925
2020-01-01,Met Office - Bradford,579529
2020-01-02,Met Office - Bradford,611019
2020-01-03,Met Office - Bradford,608264
2020-01-04,Met Office - Bradford,605517
2020-01-05,Met Office - Bradford,599414
2020-01-06,Met Office - Bradford,622556
2020-01-07,Met Office - Bradford,618892
2020-01-08,Met Office - Bradford,609776
2020-01-09,Met Office - Bradford,603313
2020-01-10,Met Office - Bradford,629112
2020-01-11,Met Office - Bradford,589714
2020-01-12,Met Office - Bradford,569027
2020-01-13,Met Office - Bradford,622356
2020-01-14,Met Office - Bradford,605081
2020-01-15,Met Office - Bradford,578059
2020-01-16,Met Office - Bradford,582254
2020-01-17,Met Office - Bradford,619748
2020-01-18,Met Office - Bradford,634789
2020-01-19,Met Office - Bradford,558922
2020-01-20,Met Office - Bradford,603543
2020-01-21,Met Office - Bradford,609890
2020-01-22,Met Office - Bradford,648753
2020-01-23,Met Office - Bradford,640595
2020-01-24,Met Office - Bradford,611360
2020-01-25,Met Office - Bradford,633571
2020-01-26,Met Office - Bradford,603008
2020-01-27,Met Office - Bradford,622635
2020-01-28,Met Office - Bradford,657367
2020-01-29,Met Office - Bradford,654751
2020-01-30,Met Office - Bradford,643935
2020-01-31,Met Office - Bradford,669499
2020-02-01,Met Office - Bradford,656196
2020-02-02,Met Office - Bradford,640074
2020-02-03,Met Office - Bradford,652665
2020-02-04,Met Office - Bradford,641814
2020-02-05,Met Office - Bradford,650518
2020-02-06,Met Office - Bradford,659576
2020-02-07,Met Office - Bradford,634758
2020-02-08,Met Office - Bradford,660928
2020-02-09,Met Office - Bradford,581369
2020-02-10,Met Office - Bradford,639448
2020-02-11,Met Office - Bradford,626080
2020-02-12,Met Office - Bradford,622104
2020-02-13,Met Office - Bradford,601684
2020-02-14,Met Office - Bradford,643617
2020-02-15,Met Office - Bradford,616299
2020-02-16,Met Office - Bradford,564049
2020-02-17,Met Office - Bradford,624062
2020-02-18,Met Office - Bradford,636609
2020-02-19,Met Office - Bradford,630693
2020-02-20,Met Office - Bradford,643284
2020-02-21,Met Office - Bradford,634094
2020-02-22,Met Office - Bradford,629647
2020-02-23,Met Office - Bradford,616544
2020-02-24,Met Office - Bradford,655859
2020-02-25,Met Office - Bradford,632690
2020-02-26,Met Office - Bradford,668524
2020-02-27,Met Office - Bradford,657959
2020-02-28,Met Office - Bradford,657392
2020-02-29,Met Office - Bradford,635083
2020-03-01,Met Office - Bradford,614322
2020-03-02,Met Office - Bradford,640473
2020-03-03,Met Office - Bradford,612415
2020-03-04,Met Office - Bradford,635950
2020-03-05,Met Office - Bradford,639533
2020-03-06,Met Office - Bradford,684055
2020-03-07,Met Office - Bradford,600073
2020-03-08,Met Office - Bradford,617031
2020-03-09,Met Office - Bradford,643615
2020-03-10,Met Office - Bradford,633895
2020-03-11,Met Office - Bradford,650583
2020-03-12,Met Office - Bradford,661668
2020-03-13,Met Office - Bradford,673272
2020-03-14,Met Office - Bradford,609549
2020-03-15,Met Office - Bradford,622810
2020-03-16,Met Office - Bradford,645002
2020-03-17,Met Office - Bradford,634171
2020-03-18,Met Office - Bradford,617111
2020-03-19,Met Office - Bradford,639620
2020-03-20,Met Office - Bradford,656402
2020-03-21,Met Office - Bradford,600972
2020-03-22,Met Office - Bradford,632225
2020-03-23,Met Office - Bradford,638780
2020-03-24,Met Office - Bradford,554999
2020-03-25,Met Office - Bradford,541459
2020-03-26,Met Office - Bradford,559033
2020-03-27,Met Office - Bradford,545166
2020-03-28,Met Office - Bradford,511887
2020-03-29,Met Office - Bradford,521163
2020-03-30,Met Office - Bradford,540425
2020-03-31,Met Office - Bradford,531659
2020-04-01,Met Office - Bradford,536569
2020-04-02,Met Office - Bradford,514070
2020-04-03,Met Office - Bradford,531918
2020-04-04,Met Office - Bradford,488897
2020-04-05,Met Office - Bradford,491948
2020-04-06,Met Office - Bradford,472136
2020-04-07,Met Office - Bradford,483191
2020-04-08,Met Office - Bradford,528769
2020-04-09,Met Office - Bradford,527131
2020-04-10,Met Office - Bradford,534403
2020-04-11,Met Office - Bradford,534881
2020-04-12,Met Office - Bradford,524036
2020-04-13,Met Office - Bradford,522320
2020-04-14,Met Office - Bradford,553288
2020-04-15,Met Office - Bradford,540923
2020-04-16,Met Office - Bradford,523022
2020-04-17,Met Office - Bradford,560887
2020-04-18,Met Office - Bradford,519149
2020-04-19,Met Office - Bradford,510757
2020-04-20,Met Office - Bradford,525070
2020-04-21,Met Office - Bradford,564176
2020-04-22,Met Office - Bradford,557503
2020-04-23,Met Office - Bradford,559585
2020-04-24,Met Office - Bradford,576901
2020-04-25,Met Office - Bradford,504914
2020-04-26,Met Office - Bradford,531437
2020-04-27,Met Office - Bradford,572752
2020-04-28,Met Office - Bradford,559173
2020-04-29,Met Office - Bradford,565075
2020-04-30,Met Office - Bradford,540212
2020-05-01,Met Office - Bradford,542711
2020-05-02,Met Office - Bradford,519028
2020-05-03,Met Office - Bradford,520933
2020-05-04,Met Office - Bradford,508880
2020-05-05,Met Office - Bradford,501385
2020-05-06,Met Office - Bradford,540178
2020-05-07,Met Office - Bradford,552333
2020-05-08,Met Office - Bradford,542416
2020-05-09,Met Office - Bradford,505897
2020-05-10,Met Office - Bradford,458448
2020-05-11,Met Office - Bradford,489619
2020-05-12,Met Office - Bradford,524343
2020-05-13,Met Office - Bradford,506941
2020-05-14,Met Office - Bradford,558742
2020-05-15,Met Office - Bradford,581124
2020-05-16,Met Office - Bradford,558233
2020-05-17,Met Office - Bradford,563822
2020-05-18,Met Office - Bradford,578138
2020-05-19,Met Office - Bradford,556799
2020-05-20,Met Office - Bradford,571153
2020-05-21,Met Office - Bradford,577520
2020-05-22,Met Office - Bradford,542237
2020-05-23,Met Office - Bradford,557212
2020-05-24,Met Office - Bradford,537422
2020-05-25,Met Office - Bradford,560602
2020-05-26,Met Office - Bradford,587664
2020-05-27,Met Office - Bradford,569122
2020-05-28,Met Office - Bradford,576089
2020-05-29,Met Office - Bradford,587214
2020-05-30,Met Office - Bradford,547117
2020-05-31,Met Office - Bradford,560326
2020-06-01,Met Office - Bradford,573322
2020-06-02,Met Office - Bradford,562246
2020-06-03,Met Office - Bradford,551991
2020-06-04,Met Office - Bradford,558965
2020-06-05,Met Office - Bradford,544903
2020-06-06,Met Office - Bradford,564300
2020-06-07,Met Office - Bradford,569670
2020-06-08,Met Office - Bradford,570534
2020-06-09,Met Office - Bradford,575814
2020-06-10,Met Office - Bradford,545830
2020-06-11,Met Office - Bradford,569293
2020-06-12,Met Office - Bradford,544950
2020-06-13,Met Office - Bradford,512799
2020-06-14,Met Office - Bradford,537134
2020-06-15,Met Office - Bradford,546463
2020-06-16,Met Office - Bradford,530659
2020-06-17,Met Office - Bradford,556721
2020-06-18,Met Office - Bradford,571648
2020-06-19,Met Office - Bradford,567512
2020-06-20,Met Office - Bradford,578800
2020-06-21,Met Office - Bradford,533229
2020-06-22,Met Office - Bradford,528841
2020-06-23,Met Office - Bradford,553204
2020-06-24,Met Office - Bradford,549622
2020-06-25,Met Office - Bradford,572953
2020-06-26,Met Office - Bradford,581434
2020-06-27,Met Office - Bradford,548365
2020-06-28,Met Office - Bradford,543632
2020-06-29,Met Office - Bradford,556759
2020-06-30,Met Office - Bradford,567508
2020-07-01,Met Office - Bradford,561321
2020-07-02,Met Office - Bradford,586381
2020-07-03,Met Office - Bradford,603582
2020-07-04,Met Office - Bradford,579221
2020-07-05,Met Office - Bradford,568545
2020-07-06,Met Office - Bradford,596328
2020-07-07,Met Office - Bradford,604034
2020-07-08,Met Office - Bradford,599214
2020-07-09,Met Office - Bradford,597621
2020-07-10,Met Office - Bradford,601900
2020-07-11,Met Office - Bradford,576914
2020-07-12,Met Office - Bradford,601617
2020-07-13,Met Office - Bradford,621253
2020-07-14,Met Office - Bradford,611378
2020-07-15,Met Office - Bradford,616563
2020-07-16,Met Office - Bradford,616826
2020-07-17,Met Office - Bradford,636199
2020-07-18,Met Office - Bradford,601137
2020-07-19,Met Office - Bradford,602720
2020-07-20,Met Office - Bradford,631355
2020-07-21,Met Office - Bradford,624941
2020-07-22,Met Office - Bradford,581619
2020-07-23,Met Office - Bradford,647701
2020-07-24,Met Office - Bradford,637850
2020-07-25,Met Office - Bradford,603400
2020-07-26,Met Office - Bradford,599790
2020-07-27,Met Office - Bradford,611810
2020-07-28,Met Office - Bradford,615775
2020-07-29,Met Office - Bradford,627280
2020-07-30,Met Office - Bradford,647842
2020-07-31,Met Office - Bradford,631941
2020-08-01,Met Office - Bradford,610374
2020-08-02,Met Office - Bradford,627943
2020-08-03,Met Office - Bradford,629194
2020-08-04,Met Office - Bradford,628481
2020-08-05,Met Office - Bradford,592065
2020-08-06,Met Office - Bradford,635616
2020-08-07,Met Office - Bradford,628913
2020-08-08,Met Office - Bradford,619008
2020-08-09,Met Office - Bradford,617932
2020-08-10,Met Office - Bradford,630519
2020-08-11,Met Office - Bradford,567200
2020-08-12,Met Office - Bradford,606265
2020-08-13,Met Office - Bradford,601359
2020-08-14,Met Office - Bradford,629705
2020-08-15,Met Office - Bradford,638985
2020-08-16,Met Office - Bradford,612729
2020-08-17,Met Office - Bradford,636900
2020-08-18,Met Office - Bradford,642683
2020-08-19,Met Office - Bradford,653828
2020-08-20,Met Office - Bradford,662195
2020-08-21,Met Office - Bradford,634481
2020-08-22,Met Office - Bradford,633234
2020-08-23,Met Office - Bradford,630462
2020-08-24,Met Office - Bradford,653471
2020-08-25,Met Office - Bradford,649667
2020-08-26,Met Office - Bradford,670146
2020-08-27,Met Office - Bradford,636277
2020-08-28,Met Office - Bradford,651985
2020-08-29,Met Office - Bradford,648305
2020-08-30,Met Office - Bradford,618956
2020-08-31,Met Office - Bradford,634209
2020-09-01,Met Office - Bradford,629115
2020-09-02,Met Office - Bradford,646084
2020-09-03,Met Office - Bradford,628014
2020-09-04,Met Office - Bradford,660724
2020-09-05,Met Office - Bradford,611300
2020-09-06,Met Office - Bradford,622300
2020-09-07,Met Office - Bradford,628031
2020-09-08,Met Office - Bradford,643600
2020-09-09,Met Office - Bradford,636948
2020-09-10,Met Office - Bradford,603015
2020-09-11,Met Office - Bradford,608427
2020-09-12,Met Office - Bradford,606894
2020-09-13,Met Office - Bradford,591131
2020-09-14,Met Office - Bradford,609023
2020-09-15,Met Office - Bradford,604531
2020-09-16,Met Office - Bradford,596637
2020-09-17,Met Office - Bradford,615720
2020-09-18,Met Office - Bradford,628046
2020-09-19,Met Office - Bradford,613230
2020-09-20,Met Office - Bradford,589910
2020-09-21,Met Office - Bradford,607314
2020-09-22,Met Office - Bradford,602005
2020-09-23,Met Office - Bradford,603141
2020-09-24,Met Office - Bradford,576189
2020-09-25,Met Office - Bradford,617946
2020-09-26,Met Office - Bradford,592752
2020-09-27,Met Office - Bradford,590291
2020-09-28,Met Office - Bradford,607505
2020-09-29,Met Office - Bradford,613275
2020-09-30,Met Office - Bradford,609235
2020-10-01,Met Office - Bradford,604361
2020-10-02,Met Office - Bradford,584513
2020-10-03,Met Office - Bradford,551841
2020-10-04,Met Office - Bradford,533969
2020-10-05,Met Office - Bradford,588050
2020-10-06,Met Office - Bradford,589603
2020-10-07,Met Office - Bradford,605604
2020-10-08,Met Office - Bradford,610974
2020-10-09,Met Office - Bradford,602062
2020-10-10,Met Office - Bradford,584747
2020-10-11,Met Office - Bradford,564193
2020-10-12,Met Office - Bradford,592144
2020-10-13,Met Office - Bradford,601901
2020-10-14,Met Office - Bradford,602486
2020-10-15,Met Office - Bradford,605488
2020-10-16,Met Office - Bradford,596124
2020-10-17,Met Office - Bradford,574653
2020-10-18,Met Office - Bradford,565193
2020-10-19,Met Office - Bradford,604934
2020-10-20,Met Office - Bradford,589757
2020-10-21,Met Office - Bradford,603936
2020-10-22,Met Office - Bradford,600446
2020-10-23,Met Office - Bradford,570103
2020-10-24,Met Office - Bradford,557612
2020-10-25,Met Office - Bradford,550363
2020-10-26,Met Office - Bradford,605859
2020-10-27,Met Office - Bradford,600651
2020-10-28,Met Office - Bradford,579909
2020-10-29,Met Office - Bradford,602217
2020-10-30,Met Office - Bradford,610822
2020-10-31,Met Office - Bradford,558277
2020-11-01,Met Office - Bradford,549328
2020-11-02,Met Office - Bradford,599464
2020-11-03,Met Office - Bradford,588764
2020-11-04,Met Office - Bradford,595698
2020-11-05,Met Office - Bradford,585968
2020-11-06,Met Office - Bradford,587695
2020-11-07,Met Office - Bradford,543003
2020-11-08,Met Office - Bradford,529660
2020-11-09,Met Office - Bradford,570979
2020-11-10,Met Office - Bradford,566614
2020-11-11,Met Office - Bradford,583535
2020-11-12,Met Office - Bradford,579036
2020-11-13,Met Office - Bradford,585774
2020-11-14,Met Office - Bradford,540303
2020-11-15,Met Office - Bradford,535192
2020-11-16,Met Office - Bradford,587987
2020-11-17,Met Office - Bradford,576834
2020-11-18,Met Office - Bradford,585991
2020-11-19,Met Office - Bradford,592092
2020-11-20,Met Office - Bradford,603097
2020-11-21,Met Office - Bradford,559230
2020-11-22,Met Office - Bradford,533529
2020-11-23,Met Office - Bradford,573499
2020-11-24,Met Office - Bradford,594191
2020-11-25,Met Office - Bradford,579008
2020-11-26,Met Office - Bradford,591136
2020-11-27,Met Office - Bradford,601037
2020-11-28,Met Office - Bradford,567099
