datestamp,centre_name,value
2022-10-29,Met Office - Bradford,728567
2022-10-30,Met Office - Bradford,700278
2022-10-31,Met Office - Bradford,730252
2022-11-01,Met Office - Bradford,682194
2022-11-02,Met Office - Bradford,674949
2022-11-03,Met Office - Bradford,733123
2022-11-04,Met Office - Bradford,714543
2022-11-05,Met Office - Bradford,708184
2022-11-06,Met Office - Bradford,728211
2022-11-07,Met Office - Bradford,736678
2022-11-08,Met Office - Bradford,734219
2022-11-09,Met Office - Bradford,725331
2022-11-10,Met Office - Bradford,731949
2022-11-11,Met Office - Bradford,766024
2022-11-12,Met Office - Bradford,727094
2022-11-13,Met Office - Bradford,654684
2022-11-14,Met Office - Bradford,760693
2022-11-15,Met Office - Bradford,733713
2022-11-16,Met Office - Bradford,735775
2022-11-17,Met Office - Bradford,709211
2022-11-18,Met Office - Bradford,741826
2022-11-19,Met Office - Bradford,773537
2022-11-20,Met Office - Bradford,799070
2022-11-21,Met Office - Bradford,761953
2022-11-22,Met Office - Bradford,814965
2022-11-23,Met Office - Bradford,760042
2022-11-24,Met Office - Bradford,751342
2022-11-25,Met Office - Bradford,732480
2022-11-26,Met Office - Bradford,705714
2022-11-27,Met Office - Bradford,707718
2022-11-28,Met Office - Bradford,741469
2022-11-29,Met Office - Bradford,730289
2022-11-30,Met Office - Bradford,758134
2022-12-01,Met Office - Bradford,695700
2022-12-02,Met Office - Bradford,734686
2022-12-03,Met Office - Bradford,761868
2022-12-04,Met Office - Bradford,746080
2022-12-05,Met Office - Bradford,747489
2022-12-06,Met Office - Bradford,731372
2022-12-07,Met Office - Bradford,747832
2022-12-08,Met Office - Bradford,767265
2022-12-09,Met Office - Bradford,776185
2022-12-10,Met Office - Bradford,724318
2022-12-11,Met Office - Bradford,703754
2022-12-12,Met Office - Bradford,762752
2022-12-13,Met Office - Bradford,674690
2022-12-14,Met Office - Bradford,701278
2022-12-15,Met Office - Bradford,708550
2022-12-16,Met Office - Bradford,712659
2022-12-17,Met Office - Bradford,690056
2022-12-18,Met Office - Bradford,652004
2022-12-19,Met Office - Bradford,645927
2022-12-20,Met Office - Bradford,716737
2022-12-21,Met Office - Bradford,748185
2022-12-22,Met Office - Bradford,748836
2022-12-23,Met Office - Bradford,731567
2022-12-24,Met Office - Bradford,725294
2022-12-25,Met Office - Bradford,685092
2022-12-26,Met Office - Bradford,683362
2022-12-27,Met Office - Bradford,677335
2022-12-28,Met Office - Bradford,661575
2022-12-29,Met Office - Bradford,673463
2022-12-30,Met Office - Bradford,660134
2022-12-31,Met Office - Bradford,661524
2023-01-01,Met Office - Bradford,674841
2023-01-02,Met Office - Bradford,670381
2023-01-03,Met Office - Bradford,716418
2023-01-04,Met Office - Bradford,718722
2023-01-05,Met Office - Bradford,741169
2023-01-06,Met Office - Bradford,759833
2023-01-07,Met Office - Bradford,745232
2023-01-08,Met Office - Bradford,746937
2023-01-09,Met Office - Bradford,755741
2023-01-10,Met Office - Bradford,723250
2023-01-11,Met Office - Bradford,728100
2023-01-12,Met Office - Bradford,750748
2023-01-13,Met Office - Bradford,741149
2023-01-14,Met Office - Bradford,736375
2023-01-15,Met Office - Bradford,663714
2023-01-16,Met Office - Bradford,708979
2023-01-17,Met Office - Bradford,731317
2023-01-18,Met Office - Bradford,751512
2023-01-19,Met Office - Bradford,760487
2023-01-20,Met Office - Bradford,717963
2023-01-21,Met Office - Bradford,723312
2023-01-22,Met Office - Bradford,707799
2023-01-23,Met Office - Bradford,827720
2023-01-24,Met Office - Bradford,871336
2023-01-25,Met Office - Bradford,824465
2023-01-26,Met Office - Bradford,766924
2023-01-27,Met Office - Bradford,786239
2023-01-28,Met Office - Bradford,744266
2023-01-29,Met Office - Bradford,787488
2023-01-30,Met Office - Bradford,841219
2023-01-31,Met Office - Bradford,780357
2023-02-01,Met Office - Bradford,752493
2023-02-02,Met Office - Bradford,731797
2023-02-03,Met Office - Bradford,809283
2023-02-04,Met Office - Bradford,799504
2023-02-05,Met Office - Bradford,727273
2023-02-06,Met Office - Bradford,726113
2023-02-07,Met Office - Bradford,809675
2023-02-08,Met Office - Bradford,694461
2023-02-09,Met Office - Bradford,744616
2023-02-10,Met Office - Bradford,735496
2023-02-11,Met Office - Bradford,735957
2023-02-12,Met Office - Bradford,763114
2023-02-13,Met Office - Bradford,783578
2023-02-14,Met Office - Bradford,806090
2023-02-15,Met Office - Bradford,801705
2023-02-16,Met Office - Bradford,726932
2023-02-17,Met Office - Bradford,761727
2023-02-18,Met Office - Bradford,682742
2023-02-19,Met Office - Bradford,693762
2023-02-20,Met Office - Bradford,828744
2023-02-21,Met Office - Bradford,830214
2023-02-22,Met Office - Bradford,807073
2023-02-23,Met Office - Bradford,841245
2023-02-24,Met Office - Bradford,809623
2023-02-25,Met Office - Bradford,753884
2023-02-26,Met Office - Bradford,728731
2023-02-27,Met Office - Bradford,802641
2023-02-28,Met Office - Bradford,783500
2023-03-01,Met Office - Bradford,812278
2023-03-02,Met Office - Bradford,866584
2023-03-03,Met Office - Bradford,860605
2023-03-04,Met Office - Bradford,858180
2023-03-05,Met Office - Bradford,906253
2023-03-06,Met Office - Bradford,861035
2023-03-07,Met Office - Bradford,787056
2023-03-08,Met Office - Bradford,821440
2023-03-09,Met Office - Bradford,814522
2023-03-10,Met Office - Bradford,747662
2023-03-11,Met Office - Bradford,815886
2023-03-12,Met Office - Bradford,822949
2023-03-13,Met Office - Bradford,844739
2023-03-14,Met Office - Bradford,856809
2023-03-15,Met Office - Bradford,824558
2023-03-16,Met Office - Bradford,823675
2023-03-17,Met Office - Bradford,889249
2023-03-18,Met Office - Bradford,861224
2023-03-19,Met Office - Bradford,792106
2023-03-20,Met Office - Bradford,814158
2023-03-21,Met Office - Bradford,828448
2023-03-22,Met Office - Bradford,862242
2023-03-23,Met Office - Bradford,834712
2023-03-24,Met Office - Bradford,915777
2023-03-25,Met Office - Bradford,829906
2023-03-26,Met Office - Bradford,827586
2023-03-27,Met Office - Bradford,843013
2023-03-28,Met Office - Bradford,798321
2023-03-29,Met Office - Bradford,808544
2023-03-30,Met Office - Bradford,810054
2023-03-31,Met Office - Bradford,848296
2023-04-01,Met Office - Bradford,756139
2023-04-02,Met Office - Bradford,753850
2023-04-03,Met Office - Bradford,847830
2023-04-04,Met Office - Bradford,928063
2023-04-05,Met Office - Bradford,821423
2023-04-06,Met Office - Bradford,822249
2023-04-07,Met Office - Bradford,798721
2023-04-08,Met Office - Bradford,809287
2023-04-09,Met Office - Bradford,858925
2023-04-10,Met Office - Bradford,782450
2023-04-11,Met Office - Bradford,755810
2023-04-12,Met Office - Bradford,824394
2023-04-13,Met Office - Bradford,827681
2023-04-14,Met Office - Bradford,833780
2023-04-15,Met Office - Bradford,818913
2023-04-16,Met Office - Bradford,764015
2023-04-17,Met Office - Bradford,800749
2023-04-18,Met Office - Bradford,770473
2023-04-19,Met Office - Bradford,762132
2023-04-20,Met Office - Bradford,852299
2023-04-21,Met Office - Bradford,768454
2023-04-22,Met Office - Bradford,747150
2023-04-23,Met Office - Bradford,783515
2023-04-24,Met Office - Bradford,775063
2023-04-25,Met Office - Bradford,791205
2023-04-26,Met Office - Bradford,851729
2023-04-27,Met Office - Bradford,818544
2023-04-28,Met Office - Bradford,819981
2023-04-29,Met Office - Bradford,833283
2023-04-30,Met Office - Bradford,862699
2023-05-01,Met Office - Bradford,873493
2023-05-02,Met Office - Bradford,843745
2023-05-03,Met Office - Bradford,836046
2023-05-04,Met Office - Bradford,806471
2023-05-05,Met Office - Bradford,865310
2023-05-06,Met Office - Bradford,793828
2023-05-07,Met Office - Bradford,823403
2023-05-08,Met Office - Bradford,807814
2023-05-09,Met Office - Bradford,822128
2023-05-10,Met Office - Bradford,823649
2023-05-11,Met Office - Bradford,876290
2023-05-12,Met Office - Bradford,781195
2023-05-13,Met Office - Bradford,738779
2023-05-14,Met Office - Bradford,788669
2023-05-15,Met Office - Bradford,785431
2023-05-16,Met Office - Bradford,732914
2023-05-17,Met Office - Bradford,796063
2023-05-18,Met Office - Bradford,747131
2023-05-19,Met Office - Bradford,729867
2023-05-20,Met Office - Bradford,749336
2023-05-21,Met Office - Bradford,701021
2023-05-22,Met Office - Bradford,752934
2023-05-23,Met Office - Bradford,718340
2023-05-24,Met Office - Bradford,776783
2023-05-25,Met Office - Bradford,736170
2023-05-26,Met Office - Bradford,744219
2023-05-27,Met Office - Bradford,775659
2023-05-28,Met Office - Bradford,695375
2023-05-29,Met Office - Bradford,726693
2023-05-30,Met Office - Bradford,727382
2023-05-31,Met Office - Bradford,816154
2023-06-01,Met Office - Bradford,751129
2023-06-02,Met Office - Bradford,773695
2023-06-03,Met Office - Bradford,687827
2023-06-04,Met Office - Bradford,767517
2023-06-05,Met Office - Bradford,806765
2023-06-06,Met Office - Bradford,765914
2023-06-07,Met Office - Bradford,785169
2023-06-08,Met Office - Bradford,802530
2023-06-09,Met Office - Bradford,847847
2023-06-10,Met Office - Bradford,722702
2023-06-11,Met Office - Bradford,723241
2023-06-12,Met Office - Bradford,783174
2023-06-13,Met Office - Bradford,815870
2023-06-14,Met Office - Bradford,792790
2023-06-15,Met Office - Bradford,793451
2023-06-16,Met Office - Bradford,767926
2023-06-17,Met Office - Bradford,704260
2023-06-18,Met Office - Bradford,744631
2023-06-19,Met Office - Bradford,811693
2023-06-20,Met Office - Bradford,834130
2023-06-21,Met Office - Bradford,789626
2023-06-22,Met Office - Bradford,717962
2023-06-23,Met Office - Bradford,763297
2023-06-24,Met Office - Bradford,712524
2023-06-25,Met Office - Bradford,786066
2023-06-26,Met Office - Bradford,839480
2023-06-27,Met Office - Bradford,735604
2023-06-28,Met Office - Bradford,831988
2023-06-29,Met Office - Bradford,801203
2023-06-30,Met Office - Bradford,855996
2023-07-01,Met Office - Bradford,795552
2023-07-02,Met Office - Bradford,745666
2023-07-03,Met Office - Bradford,776744
2023-07-04,Met Office - Bradford,770595
2023-07-05,Met Office - Bradford,914451
2023-07-06,Met Office - Bradford,821833
2023-07-07,Met Office - Bradford,855909
2023-07-08,Met Office - Bradford,860983
2023-07-09,Met Office - Bradford,898513
2023-07-10,Met Office - Bradford,861728
2023-07-11,Met Office - Bradford,894559
2023-07-12,Met Office - Bradford,836577
2023-07-13,Met Office - Bradford,861022
2023-07-14,Met Office - Bradford,855495
2023-07-15,Met Office - Bradford,800431
2023-07-16,Met Office - Bradford,854342
2023-07-17,Met Office - Bradford,773033
2023-07-18,Met Office - Bradford,813782
2023-07-19,Met Office - Bradford,843361
2023-07-20,Met Office - Bradford,891259
2023-07-21,Met Office - Bradford,864538
2023-07-22,Met Office - Bradford,746484
2023-07-23,Met Office - Bradford,765641
2023-07-24,Met Office - Bradford,701171
2023-07-25,Met Office - Bradford,771664
2023-07-26,Met Office - Bradford,767010
2023-07-27,Met Office - Bradford,803057
2023-07-28,Met Office - Bradford,765103
2023-07-29,Met Office - Bradford,704140
2023-07-30,Met Office - Bradford,701660
2023-07-31,Met Office - Bradford,703337
2023-08-01,Met Office - Bradford,716357
2023-08-02,Met Office - Bradford,733903
2023-08-03,Met Office - Bradford,775244
2023-08-04,Met Office - Bradford,735527
2023-08-05,Met Office - Bradford,762138
2023-08-06,Met Office - Bradford,743801
2023-08-07,Met Office - Bradford,773631
2023-08-08,Met Office - Bradford,758900
2023-08-09,Met Office - Bradford,738858
2023-08-10,Met Office - Bradford,797531
2023-08-11,Met Office - Bradford,790976
2023-08-12,Met Office - Bradford,755199
2023-08-13,Met Office - Bradford,777001
2023-08-14,Met Office - Bradford,721947
2023-08-15,Met Office - Bradford,752853
2023-08-16,Met Office - Bradford,740146
2023-08-17,Met Office - Bradford,674622
2023-08-18,Met Office - Bradford,684898
2023-08-19,Met Office - Bradford,656606
2023-08-20,Met Office - Bradford,695720
2023-08-21,Met Office - Bradford,667710
2023-08-22,Met Office - Bradford,743581
2023-08-23,Met Office - Bradford,759514
2023-08-24,Met Office - Bradford,708503
2023-08-25,Met Office - Bradford,767836
2023-08-26,Met Office - Bradford,748739
2023-08-27,Met Office - Bradford,698586
2023-08-28,Met Office - Bradford,814089
2023-08-29,Met Office - Bradford,734056
2023-08-30,Met Office - Bradford,791929
2023-08-31,Met Office - Bradford,712267
2023-09-01,Met Office - Bradford,818318
2023-09-02,Met Office - Bradford,789908
2023-09-03,Met Office - Bradford,714873
2023-09-04,Met Office - Bradford,720680
2023-09-05,Met Office - Bradford,742130
2023-09-06,Met Office - Bradford,708959
2023-09-07,Met Office - Bradford,739949
2023-09-08,Met Office - Bradford,693889
2023-09-09,Met Office - Bradford,683744
2023-09-10,Met Office - Bradford,632714
2023-09-11,Met Office - Bradford,662875
2023-09-12,Met Office - Bradford,721888
2023-09-13,Met Office - Bradford,643086
2023-09-14,Met Office - Bradford,722176
2023-09-15,Met Office - Bradford,684580
2023-09-16,Met Office - Bradford,710015
2023-09-17,Met Office - Bradford,721983
2023-09-18,Met Office - Bradford,744095
2023-09-19,Met Office - Bradford,661243
2023-09-20,Met Office - Bradford,707565
2023-09-21,Met Office - Bradford,647519
2023-09-22,Met Office - Bradford,658427
2023-09-23,Met Office - Bradford,697100
2023-09-24,Met Office - Bradford,669821
2023-09-25,Met Office - Bradford,748080
2023-09-26,Met Office - Bradford,763405
2023-09-27,Met Office - Bradford,698736
2023-09-28,Met Office - Bradford,705162
2023-09-29,Met Office - Bradford,701052
2023-09-30,Met Office - Bradford,692667
2023-10-01,Met Office - Bradford,697249
2023-10-02,Met Office - Bradford,663215
2023-10-03,Met Office - Bradford,719864
2023-10-04,Met Office - Bradford,731877
2023-10-05,Met Office - Bradford,732675
2023-10-06,Met Office - Bradford,686166
2023-10-07,Met Office - Bradford,756672
2023-10-08,Met Office - Bradford,706875
2023-10-09,Met Office - Bradford,699044
2023-10-10,Met Office - Bradford,742453
2023-10-11,Met Office - Bradford,805519
2023-10-12,Met Office - Bradford,720300
2023-10-13,Met Office - Bradford,661480
2023-10-14,Met Office - Bradford,675411
2023-10-15,Met Office - Bradford,662865
2023-10-16,Met Office - Bradford,727231
2023-10-17,Met Office - Bradford,708597
2023-10-18,Met Office - Bradford,699914
2023-10-19,Met Office - Bradford,673247
2023-10-20,Met Office - Bradford,695785
2023-10-21,Met Office - Bradford,702611
2023-10-22,Met Office - Bradford,627814
2023-10-23,Met Office - Bradford,652868
2023-10-24,Met Office - Bradford,687872
2023-10-25,Met Office - Bradford,620749
2023-10-26,Met Office - Bradford,586761
2023-10-27,Met Office - Bradford,718508
2023-10-28,Met Office - Bradford,607404
2023-10-29,Met Office - Bradford,715853
2023-10-30,Met Office - Bradford,747336
2023-10-31,Met Office - Bradford,703228
2023-11-01,Met Office - Bradford,774963
2023-11-02,Met Office - Bradford,742182
2023-11-03,Met Office - Bradford,718261
2023-11-04,Met Office - Bradford,679100
2023-11-05,Met Office - Bradford,699890
2023-11-06,Met Office - Bradford,742923
2023-11-07,Met Office - Bradford,737898
2023-11-08,Met Office - Bradford,770482
2023-11-09,Met Office - Bradford,702754
2023-11-10,Met Office - Bradford,780299
2023-11-11,Met Office - Bradford,733565
2023-11-12,Met Office - Bradford,726092
2023-11-13,Met Office - Bradford,688871
2023-11-14,Met Office - Bradford,720834
2023-11-15,Met Office - Bradford,699528
2023-11-16,Met Office - Bradford,697267
2023-11-17,Met Office - Bradford,669385
2023-11-18,Met Office - Bradford,688622
2023-11-19,Met Office - Bradford,642079
2023-11-20,Met Office - Bradford,731323
2023-11-21,Met Office - Bradford,714851
2023-11-22,Met Office - Bradford,690491
2023-11-23,Met Office - Bradford,658739
2023-11-24,Met Office - Bradford,736558
2023-11-25,Met Office - Bradford,718685
2023-11-26,Met Office - Bradford,646463
2023-11-27,Met Office - Bradford,718535
2023-11-28,Met Office - Bradford,709853
2023-11-29,Met Office - Bradford,659199
2023-11-30,Met Office - Bradford,739427
2023-12-01,Met Office - Bradford,732595
2023-12-02,Met Office - Bradford,607861
2023-12-03,Met Office - Bradford,636637
2023-12-04,Met Office - Bradford,598020
2023-12-05,Met Office - Bradford,590893
2023-12-06,Met Office - Bradford,673717
2023-12-07,Met Office - Bradford,641147
2023-12-08,Met Office - Bradford,643240
2023-12-09,Met Office - Bradford,647912
2023-12-10,Met Office - Bradford,561331
2023-12-11,Met Office - Bradford,671320
2023-12-12,Met Office - Bradford,682316
2023-12-13,Met Office - Bradford,645305
2023-12-14,Met Office - Bradford,605169
2023-12-15,Met Office - Bradford,648849
2023-12-16,Met Office - Bradford,644100
2023-12-17,Met Office - Bradford,691709
2023-12-18,Met Office - Bradford,602857
2023-12-19,Met Office - Bradford,674240
2023-12-20,Met Office - Bradford,620584
2023-12-21,Met Office - Bradford,591860
2023-12-22,Met Office - Bradford,626172
2023-12-23,Met Office - Bradford,613590
2023-12-24,Met Office - Bradford,522895
2023-12-25,Met Office - Bradford,541974
2023-12-26,Met Office - Bradford,618240
2023-12-27,Met Office - Bradford,647272
2023-12-28,Met Office - Bradford,619514
2023-12-29,Met Office - Bradford,615036
2023-12-30,Met Office - Bradford,694956
2023-12-31,Met Office - Bradford,614107
2024-01-01,Met Office - Bradford,574566
2024-01-02,Met Office - Bradford,620174
2024-01-03,Met Office - Bradford,699980
2024-01-04,Met Office - Bradford,653012
2024-01-05,Met Office - Bradford,603259
2024-01-06,Met Office - Bradford,629963
2024-01-07,Met Office - Bradford,634563
2024-01-08,Met Office - Bradford,547179
2024-01-09,Met Office - Bradford,625032
2024-01-10,Met Office - Bradford,591948
2024-01-11,Met Office - Bradford,562662
2024-01-12,Met Office - Bradford,612840
2024-01-13,Met Office - Bradford,613391
2024-01-14,Met Office - Bradford,529314
2024-01-15,Met Office - Bradford,666153
2024-01-16,Met Office - Bradford,605266
2024-01-17,Met Office - Bradford,626738
2024-01-18,Met Office - Bradford,560256
2024-01-19,Met Office - Bradford,567803
2024-01-20,Met Office - Bradford,509289
2024-01-21,Met Office - Bradford,555427
2024-01-22,Met Office - Bradford,618834
2024-01-23,Met Office - Bradford,700365
2024-01-24,Met Office - Bradford,591409
2024-01-25,Met Office - Bradford,567737
2024-01-26,Met Office - Bradford,568712
2024-01-27,Met Office - Bradford,558027
2024-01-28,Met Office - Bradford,475425
2024-01-29,Met Office - Bradford,542216
2024-01-30,Met Office - Bradford,602061
2024-01-31,Met Office - Bradford,576085
2024-02-01,Met Office - Bradford,562485
2024-02-02,Met Office - Bradford,568473
2024-02-03,Met Office - Bradford,557834
2024-02-04,Met Office - Bradford,563584
2024-02-05,Met Office - Bradford,556395
2024-02-06,Met Office - Bradford,546028
2024-02-07,Met Office - Bradford,519161
2024-02-08,Met Office - Bradford,531045
2024-02-09,Met Office - Bradford,621096
2024-02-10,Met Office - Bradford,629581
2024-02-11,Met Office - Bradford,544683
2024-02-12,Met Office - Bradford,618713
2024-02-13,Met Office - Bradford,505500
2024-02-14,Met Office - Bradford,573480
2024-02-15,Met Office - Bradford,607275
2024-02-16,Met Office - Bradford,567956
2024-02-17,Met Office - Bradford,621776
2024-02-18,Met Office - Bradford,615409
2024-02-19,Met Office - Bradford,550865
2024-02-20,Met Office - Bradford,601628
2024-02-21,Met Office - Bradford,580045
2024-02-22,Met Office - Bradford,555939
2024-02-23,Met Office - Bradford,531430
2024-02-24,Met Office - Bradford,609795
2024-02-25,Met Office - Bradford,560720
2024-02-26,Met Office - Bradford,504890
2024-02-27,Met Office - Bradford,564872
2024-02-28,Met Office - Bradford,612450
2024-02-29,Met Office - Bradford,646566
2024-03-01,Met Office - Bradford,657056
2024-03-02,Met Office - Bradford,637043
2024-03-03,Met Office - Bradford,636934
2024-03-04,Met Office - Bradford,662379
2024-03-05,Met Office - Bradford,592446
2024-03-06,Met Office - Bradford,548513
2024-03-07,Met Office - Bradford,524982
2024-03-08,Met Office - Bradford,498255
2024-03-09,Met Office - Bradford,550838
2024-03-10,Met Office - Bradford,639054
2024-03-11,Met Office - Bradford,582272
2024-03-12,Met Office - Bradford,530891
2024-03-13,Met Office - Bradford,594472
2024-03-14,Met Office - Bradford,619412
2024-03-15,Met Office - Bradford,563628
2024-03-16,Met Office - Bradford,581482
2024-03-17,Met Office - Bradford,520639
2024-03-18,Met Office - Bradford,685012
2024-03-19,Met Office - Bradford,591192
2024-03-20,Met Office - Bradford,569941
2024-03-21,Met Office - Bradford,660207
2024-03-22,Met Office - Bradford,675842
2024-03-23,Met Office - Bradford,619068
2024-03-24,Met Office - Bradford,601643
2024-03-25,Met Office - Bradford,619726
2024-03-26,Met Office - Bradford,606654
2024-03-27,Met Office - Bradford,592211
2024-03-28,Met Office - Bradford,628583
2024-03-29,Met Office - Bradford,683998
2024-03-30,Met Office - Bradford,674819
2024-03-31,Met Office - Bradford,585220
2024-04-01,Met Office - Bradford,641199
2024-04-02,Met Office - Bradford,646640
2024-04-03,Met Office - Bradford,642239
2024-04-04,Met Office - Bradford,610976
2024-04-05,Met Office - Bradford,660297
2024-04-06,Met Office - Bradford,631766
2024-04-07,Met Office - Bradford,630693
2024-04-08,Met Office - Bradford,678199
2024-04-09,Met Office - Bradford,760299
2024-04-10,Met Office - Bradford,676419
2024-04-11,Met Office - Bradford,686906
2024-04-12,Met Office - Bradford,716655
2024-04-13,Met Office - Bradford,664613
2024-04-14,Met Office - Bradford,673689
2024-04-15,Met Office - Bradford,685602
2024-04-16,Met Office - Bradford,677889
2024-04-17,Met Office - Bradford,656057
2024-04-18,Met Office - Bradford,709833
2024-04-19,Met Office - Bradford,675616
2024-04-20,Met Office - Bradford,603419
2024-04-21,Met Office - Bradford,532117
2024-04-22,Met Office - Bradford,639066
2024-04-23,Met Office - Bradford,646968
2024-04-24,Met Office - Bradford,638941
2024-04-25,Met Office - Bradford,641672
2024-04-26,Met Office - Bradford,666164
2024-04-27,Met Office - Bradford,655123
2024-04-28,Met Office - Bradford,584112
2024-04-29,Met Office - Bradford,661090
2024-04-30,Met Office - Bradford,680688
2024-05-01,Met Office - Bradford,647258
2024-05-02,Met Office - Bradford,663999
2024-05-03,Met Office - Bradford,669206
2024-05-04,Met Office - Bradford,612555
2024-05-05,Met Office - Bradford,695960
2024-05-06,Met Office - Bradford,636123
2024-05-07,Met Office - Bradford,640570
2024-05-08,Met Office - Bradford,672646
2024-05-09,Met Office - Bradford,704643
2024-05-10,Met Office - Bradford,682329
2024-05-11,Met Office - Bradford,664210
2024-05-12,Met Office - Bradford,640623
2024-05-13,Met Office - Bradford,631392
2024-05-14,Met Office - Bradford,654226
2024-05-15,Met Office - Bradford,641455
2024-05-16,Met Office - Bradford,633386
2024-05-17,Met Office - Bradford,668755
2024-05-18,Met Office - Bradford,586808
2024-05-19,Met Office - Bradford,608745
2024-05-20,Met Office - Bradford,683095
2024-05-21,Met Office - Bradford,640390
2024-05-22,Met Office - Bradford,669582
2024-05-23,Met Office - Bradford,636297
2024-05-24,Met Office - Bradford,668600
2024-05-25,Met Office - Bradford,614293
2024-05-26,Met Office - Bradford,622855
2024-05-27,Met Office - Bradford,643771
2024-05-28,Met Office - Bradford,637793
2024-05-29,Met Office - Bradford,638982
2024-05-30,Met Office - Bradford,635269
2024-05-31,Met Office - Bradford,634973
2024-06-01,Met Office - Bradford,659161
2024-06-02,Met Office - Bradford,632931
2024-06-03,Met Office - Bradford,665315
2024-06-04,Met Office - Bradford,667857
2024-06-05,Met Office - Bradford,607973
2024-06-06,Met Office - Bradford,630031
2024-06-07,Met Office - Bradford,629276
2024-06-08,Met Office - Bradford,701224
2024-06-09,Met Office - Bradford,665816
2024-06-10,Met Office - Bradford,697917
2024-06-11,Met Office - Bradford,667510
2024-06-12,Met Office - Bradford,665061
2024-06-13,Met Office - Bradford,661341
2024-06-14,Met Office - Bradford,660562
2024-06-15,Met Office - Bradford,627507
2024-06-16,Met Office - Bradford,624718
2024-06-17,Met Office - Bradford,646128
2024-06-18,Met Office - Bradford,608483
2024-06-19,Met Office - Bradford,648121
2024-06-20,Met Office - Bradford,596202
2024-06-21,Met Office - Bradford,596451
2024-06-22,Met Office - Bradford,592748
2024-06-23,Met Office - Bradford,583075
2024-06-24,Met Office - Bradford,588179
2024-06-25,Met Office - Bradford,612200
2024-06-26,Met Office - Bradford,610796
2024-06-27,Met Office - Bradford,620686
2024-06-28,Met Office - Bradford,660956
2024-06-29,Met Office - Bradford,624004
2024-06-30,Met Office - Bradford,628303
2024-07-01,Met Office - Bradford,659500
2024-07-02,Met Office - Bradford,635623
2024-07-03,Met Office - Bradford,663438
2024-07-04,Met Office - Bradford,649999
2024-07-05,Met Office - Bradford,712893
2024-07-06,Met Office - Bradford,662623
2024-07-07,Met Office - Bradford,620300
2024-07-08,Met Office - Bradford,641931
2024-07-09,Met Office - Bradford,614279
2024-07-10,Met Office - Bradford,637515
2024-07-11,Met Office - Bradford,676963
2024-07-12,Met Office - Bradford,681986
2024-07-13,Met Office - Bradford,688132
2024-07-14,Met Office - Bradford,649441
2024-07-15,Met Office - Bradford,650326
2024-07-16,Met Office - Bradford,640688
2024-07-17,Met Office - Bradford,614832
2024-07-18,Met Office - Bradford,666915
2024-07-19,Met Office - Bradford,631402
2024-07-20,Met Office - Bradford,663307
2024-07-21,Met Office - Bradford,660937
2024-07-22,Met Office - Bradford,703952
2024-07-23,Met Office - Bradford,673626
2024-07-24,Met Office - Bradford,652181
2024-07-25,Met Office - Bradford,669842
2024-07-26,Met Office - Bradford,701818
2024-07-27,Met Office - Bradford,688477
2024-07-28,Met Office - Bradford,674015
2024-07-29,Met Office - Bradford,653518
2024-07-30,Met Office - Bradford,647507
2024-07-31,Met Office - Bradford,643454
2024-08-01,Met Office - Bradford,632817
2024-08-02,Met Office - Bradford,664310
2024-08-03,Met Office - Bradford,631335
2024-08-04,Met Office - Bradford,657196
2024-08-05,Met Office - Bradford,655389
2024-08-06,Met Office - Bradford,636135
2024-08-07,Met Office - Bradford,618125
2024-08-08,Met Office - Bradford,627178
2024-08-09,Met Office - Bradford,656136
2024-08-10,Met Office - Bradford,628063
2024-08-11,Met Office - Bradford,655982
2024-08-12,Met Office - Bradford,597489
2024-08-13,Met Office - Bradford,569324
2024-08-14,Met Office - Bradford,639602
2024-08-15,Met Office - Bradford,603513
2024-08-16,Met Office - Bradford,686348
2024-08-17,Met Office - Bradford,688179
2024-08-18,Met Office - Bradford,661525
2024-08-19,Met Office - Bradford,682078
2024-08-20,Met Office - Bradford,642146
2024-08-21,Met Office - Bradford,670299
2024-08-22,Met Office - Bradford,650433
2024-08-23,Met Office - Bradford,651000
2024-08-24,Met Office - Bradford,616434
2024-08-25,Met Office - Bradford,598558
2024-08-26,Met Office - Bradford,601884
2024-08-27,Met Office - Bradford,582369
2024-08-28,Met Office - Bradford,604487
2024-08-29,Met Office - Bradford,580652
2024-08-30,Met Office - Bradford,642379
2024-08-31,Met Office - Bradford,588173
2024-09-01,Met Office - Bradford,577469
2024-09-02,Met Office - Bradford,607015
2024-09-03,Met Office - Bradford,611422
2024-09-04,Met Office - Bradford,596812
2024-09-05,Met Office - Bradford,614427
2024-09-06,Met Office - Bradford,621218
2024-09-07,Met Office - Bradford,622151
2024-09-08,Met Office - Bradford,619111
2024-09-09,Met Office - Bradford,610490
2024-09-10,Met Office - Bradford,623151
2024-09-11,Met Office - Bradford,622757
2024-09-12,Met Office - Bradford,612366
2024-09-13,Met Office - Bradford,614187
2024-09-14,Met Office - Bradford,541796
2024-09-15,Met Office - Bradford,547551
2024-09-16,Met Office - Bradford,618861
2024-09-17,Met Office - Bradford,600296
2024-09-18,Met Office - Bradford,587749
2024-09-19,Met Office - Bradford,585427
2024-09-20,Met Office - Bradford,640579
2024-09-21,Met Office - Bradford,595723
2024-09-22,Met Office - Bradford,575191
2024-09-23,Met Office - Bradford,577795
2024-09-24,Met Office - Bradford,604919
2024-09-25,Met Office - Bradford,634978
2024-09-26,Met Office - Bradford,587866
