start,geography_type,geography_code,count_of_tickets
2025-02-18 14:10:00,osward,E05001343,4
2025-02-18 14:10:00,osward,OTHER,3
2025-02-18 14:10:00,postcode_area,BD13,4
2025-02-18 14:10:00,postcode_area,OTHER,3
2025-02-18 14:30:00,oslaua,E08000032,2
2025-02-18 14:30:00,oslaua,E08000035,11
2025-02-18 14:30:00,osward,E05001342,2
2025-02-18 14:30:00,osward,OTHER,11
2025-02-18 14:30:00,postcode_area,BD16,2
2025-02-18 14:30:00,postcode_area,OTHER,11
2025-02-18 14:50:00,oslaua,E08000032,7
2025-02-18 14:50:00,osward,E05001342,4
2025-02-18 14:50:00,osward,E05001370,3
2025-02-18 14:50:00,postcode_area,BD12,3
2025-02-18 14:50:00,postcode_area,BD16,4
2025-02-18 15:10:00,oslaua,E08000003,1
2025-02-18 15:10:00,oslaua,E08000032,7
2025-02-18 15:10:00,osward,E05001355,2
2025-02-18 15:10:00,osward,E05001366,4
2025-02-18 15:10:00,osward,E05001368,1
2025-02-18 15:10:00,osward,OTHER,1
2025-02-18 15:10:00,postcode_area,BD2,1
2025-02-18 15:10:00,postcode_area,BD20,2
2025-02-18 15:10:00,postcode_area,LS29,4
2025-02-18 15:10:00,postcode_area,OTHER,1
2025-02-18 15:30:00,oslaua,E08000032,3
2025-02-18 15:30:00,oslaua,E08000033,5
2025-02-18 15:30:00,osward,E05001343,3
2025-02-18 15:30:00,osward,OTHER,5
2025-02-18 15:30:00,postcode_area,BD13,3
2025-02-18 15:30:00,postcode_area,OTHER,5
2025-02-18 15:50:00,oslaua,E08000032,2
2025-02-18 15:50:00,oslaua,E08000035,6
2025-02-18 15:50:00,osward,E05001362,2
2025-02-18 15:50:00,osward,OTHER,6
2025-02-18 15:50:00,postcode_area,BD18,2
2025-02-18 15:50:00,postcode_area,OTHER,6
2025-02-18 16:10:00,oslaua,E08000032,5
2025-02-18 16:10:00,oslaua,E08000035,3
2025-02-18 16:10:00,osward,E05001343,3
2025-02-18 16:10:00,osward,E05001353,2
2025-02-18 16:10:00,osward,OTHER,3
2025-02-18 16:10:00,postcode_area,BD10,2
2025-02-18 16:10:00,postcode_area,BD16,3
2025-02-18 16:10:00,postcode_area,OTHER,3
2025-02-18 16:30:00,oslaua,E08000032,7
2025-02-18 16:30:00,osward,E05001342,5
2025-02-18 16:30:00,osward,E05001366,2
2025-02-18 16:30:00,postcode_area,BD16,5
2025-02-18 16:30:00,postcode_area,LS29,2
2025-02-18 16:50:00,oslaua,E08000032,8
2025-02-18 16:50:00,osward,E05001344,4
2025-02-18 16:50:00,osward,E05001366,4
2025-02-18 16:50:00,postcode_area,BD2,4
2025-02-18 16:50:00,postcode_area,LS29,4
2025-02-18 17:10:00,oslaua,E08000032,8
2025-02-18 17:10:00,osward,E05001342,3
2025-02-18 17:10:00,osward,E05001362,5
2025-02-18 17:10:00,postcode_area,BD16,3
2025-02-18 17:10:00,postcode_area,BD18,5
2025-02-18 17:30:00,oslaua,E08000032,7
2025-02-18 17:30:00,osward,E05001342,3
2025-02-18 17:30:00,osward,E05001362,4
2025-02-18 17:30:00,postcode_area,BD16,3
2025-02-18 17:30:00,postcode_area,BD18,4
2025-02-19 10:00:00,oslaua,E08000032,8
2025-02-19 10:00:00,osward,E05001341,3
2025-02-19 10:00:00,osward,E05001342,3
2025-02-19 10:00:00,osward,E05001343,2
2025-02-19 10:00:00,postcode_area,BD16,5
2025-02-19 10:00:00,postcode_area,BD17,3
2025-02-19 10:20:00,oslaua,E08000032,2
2025-02-19 10:20:00,oslaua,E08000034,5
2025-02-19 10:20:00,osward,E05001362,2
2025-02-19 10:20:00,osward,OTHER,5
2025-02-19 10:20:00,postcode_area,BD18,2
2025-02-19 10:20:00,postcode_area,OTHER,5
2025-02-19 10:40:00,oslaua,E08000032,8
2025-02-19 10:40:00,osward,E05001349,2
2025-02-19 10:40:00,osward,E05001362,4
2025-02-19 10:40:00,osward,E05001368,2
2025-02-19 10:40:00,postcode_area,BD18,6
2025-02-19 10:40:00,postcode_area,BD20,2
2025-02-19 11:00:00,oslaua,E08000033,5
2025-02-19 11:00:00,oslaua,E08000034,4
2025-02-19 11:00:00,oslaua,E08000035,2
2025-02-19 11:00:00,osward,OTHER,11
2025-02-19 11:00:00,postcode_area,OTHER,11
2025-02-19 11:20:00,oslaua,E06000065,3
2025-02-19 11:20:00,oslaua,E08000034,4
2025-02-19 11:20:00,osward,OTHER,7
2025-02-19 11:20:00,postcode_area,OTHER,7
2025-02-19 11:40:00,oslaua,E08000035,8
2025-02-19 11:40:00,osward,OTHER,8
2025-02-19 11:40:00,postcode_area,OTHER,8
2025-02-19 12:00:00,oslaua,E08000032,6
2025-02-19 12:00:00,oslaua,E08000033,1
2025-02-19 12:00:00,osward,E05001342,6
2025-02-19 12:00:00,osward,OTHER,1
2025-02-19 12:00:00,postcode_area,BD16,6
2025-02-19 12:00:00,postcode_area,OTHER,1
2025-02-19 12:20:00,oslaua,E08000034,7
2025-02-19 12:20:00,osward,OTHER,7
2025-02-19 12:20:00,postcode_area,OTHER,7
2025-02-19 13:50:00,oslaua,E08000032,10
2025-02-19 13:50:00,oslaua,E08000033,2
2025-02-19 13:50:00,osward,E05001341,3
2025-02-19 13:50:00,osward,E05001342,7
2025-02-19 13:50:00,osward,OTHER,2
2025-02-19 13:50:00,postcode_area,BD16,7
2025-02-19 13:50:00,postcode_area,BD17,3
2025-02-19 13:50:00,postcode_area,OTHER,2
2025-02-19 14:10:00,oslaua,E08000032,4
2025-02-19 14:10:00,oslaua,E08000033,3
2025-02-19 14:10:00,osward,E05001349,4
2025-02-19 14:10:00,osward,OTHER,3
2025-02-19 14:10:00,postcode_area,BD20,4
2025-02-19 14:10:00,postcode_area,OTHER,3
2025-02-19 14:30:00,oslaua,E06000065,3
2025-02-19 14:30:00,oslaua,E08000032,5
2025-02-19 14:30:00,osward,E05001341,3
2025-02-19 14:30:00,osward,E05001343,2
2025-02-19 14:30:00,osward,OTHER,3
2025-02-19 14:30:00,postcode_area,BD16,2
2025-02-19 14:30:00,postcode_area,BD17,3
2025-02-19 14:30:00,postcode_area,OTHER,3
2025-02-19 14:50:00,oslaua,E08000032,8
2025-02-19 14:50:00,osward,E05001357,4
2025-02-19 14:50:00,osward,E05001362,4
2025-02-19 14:50:00,postcode_area,BD18,4
2025-02-19 14:50:00,postcode_area,BD22,4
2025-02-19 15:10:00,oslaua,E08000035,7
2025-02-19 15:10:00,osward,OTHER,7
2025-02-19 15:10:00,postcode_area,OTHER,7
2025-02-19 15:30:00,oslaua,E08000032,8
2025-02-19 15:30:00,osward,E05001342,8
2025-02-19 15:30:00,postcode_area,BD16,8
2025-02-19 15:50:00,oslaua,E08000032,16
2025-02-19 15:50:00,osward,E05001354,16
2025-02-19 15:50:00,postcode_area,LS29,16
2025-02-19 16:10:00,oslaua,E08000032,7
2025-02-19 16:10:00,osward,E05001342,4
2025-02-19 16:10:00,osward,E05001370,3
2025-02-19 16:10:00,postcode_area,BD12,3
2025-02-19 16:10:00,postcode_area,BD16,4
2025-02-19 16:30:00,oslaua,E08000032,8
2025-02-19 16:30:00,osward,E05001341,3
2025-02-19 16:30:00,osward,E05001342,3
2025-02-19 16:30:00,osward,E05001363,2
2025-02-19 16:30:00,postcode_area,BD13,2
2025-02-19 16:30:00,postcode_area,BD16,3
2025-02-19 16:30:00,postcode_area,BD17,3
2025-02-19 16:50:00,oslaua,E08000032,11
2025-02-19 16:50:00,osward,E05001342,5
2025-02-19 16:50:00,osward,E05001350,6
2025-02-19 16:50:00,postcode_area,BD16,5
2025-02-19 16:50:00,postcode_area,BD2,6
2025-02-19 17:10:00,oslaua,E08000032,8
2025-02-19 17:10:00,osward,E05001343,4
2025-02-19 17:10:00,osward,E05001352,2
2025-02-19 17:10:00,osward,E05001362,2
2025-02-19 17:10:00,postcode_area,BD16,4
2025-02-19 17:10:00,postcode_area,BD18,2
2025-02-19 17:10:00,postcode_area,BD9,2
2025-02-19 17:30:00,oslaua,E08000032,7
2025-02-19 17:30:00,osward,E05001356,4
2025-02-19 17:30:00,osward,E05001362,3
2025-02-19 17:30:00,postcode_area,BD18,3
2025-02-19 17:30:00,postcode_area,BD20,4
2025-02-20 10:00:00,oslaua,E08000032,8
2025-02-20 10:00:00,osward,E05001343,1
2025-02-20 10:00:00,osward,E05001362,3
2025-02-20 10:00:00,osward,E05001367,4
2025-02-20 10:00:00,postcode_area,BD16,1
2025-02-20 10:00:00,postcode_area,BD18,3
2025-02-20 10:00:00,postcode_area,BD5,4
2025-02-20 10:20:00,oslaua,E08000032,6
2025-02-20 10:20:00,oslaua,E08000035,2
2025-02-20 10:20:00,osward,E05001341,5
2025-02-20 10:20:00,osward,E05001342,1
2025-02-20 10:20:00,osward,OTHER,2
2025-02-20 10:20:00,postcode_area,BD16,1
2025-02-20 10:20:00,postcode_area,BD17,5
2025-02-20 10:20:00,postcode_area,OTHER,2
2025-02-20 10:40:00,oslaua,E08000032,4
2025-02-20 10:40:00,oslaua,E08000035,4
2025-02-20 10:40:00,osward,E05001342,4
2025-02-20 10:40:00,osward,OTHER,4
2025-02-20 10:40:00,postcode_area,BD16,4
2025-02-20 10:40:00,postcode_area,OTHER,4
2025-02-20 11:00:00,oslaua,E08000032,6
2025-02-20 11:00:00,oslaua,E08000033,2
2025-02-20 11:00:00,osward,E05001344,3
2025-02-20 11:00:00,osward,E05001362,3
2025-02-20 11:00:00,osward,OTHER,2
2025-02-20 11:00:00,postcode_area,BD18,3
2025-02-20 11:00:00,postcode_area,BD2,3
2025-02-20 11:00:00,postcode_area,OTHER,2
2025-02-20 11:20:00,oslaua,E08000032,4
2025-02-20 11:20:00,oslaua,E08000035,4
2025-02-20 11:20:00,osward,E05001350,1
2025-02-20 11:20:00,osward,E05001362,3
2025-02-20 11:20:00,osward,OTHER,4
2025-02-20 11:20:00,postcode_area,BD18,3
2025-02-20 11:20:00,postcode_area,BD2,1
2025-02-20 11:20:00,postcode_area,OTHER,4
2025-02-20 11:40:00,oslaua,E06000065,3
2025-02-20 11:40:00,oslaua,E08000032,2
2025-02-20 11:40:00,oslaua,E08000034,3
2025-02-20 11:40:00,osward,E05001360,2
2025-02-20 11:40:00,osward,OTHER,6
2025-02-20 11:40:00,postcode_area,BD6,2
2025-02-20 11:40:00,postcode_area,OTHER,6
2025-02-20 12:00:00,oslaua,E06000065,2
2025-02-20 12:00:00,oslaua,E08000032,6
2025-02-20 12:00:00,osward,E05001353,6
2025-02-20 12:00:00,osward,OTHER,2
2025-02-20 12:00:00,postcode_area,BD10,6
2025-02-20 12:00:00,postcode_area,OTHER,2
2025-02-20 12:20:00,oslaua,E06000065,3
2025-02-20 12:20:00,oslaua,E08000032,8
2025-02-20 12:20:00,osward,E05001343,3
2025-02-20 12:20:00,osward,E05001351,2
2025-02-20 12:20:00,osward,E05001362,3
2025-02-20 12:20:00,osward,OTHER,3
2025-02-20 12:20:00,postcode_area,BD15,3
2025-02-20 12:20:00,postcode_area,BD18,3
2025-02-20 12:20:00,postcode_area,BD7,2
2025-02-20 12:20:00,postcode_area,OTHER,3
2025-02-20 13:50:00,oslaua,E08000032,8
2025-02-20 13:50:00,osward,E05001362,1
2025-02-20 13:50:00,osward,E05001369,7
2025-02-20 13:50:00,postcode_area,BD18,1
2025-02-20 13:50:00,postcode_area,BD22,7
2025-02-20 14:10:00,oslaua,E06000059,6
2025-02-20 14:10:00,oslaua,E08000032,4
2025-02-20 14:10:00,oslaua,MISSING,1
2025-02-20 14:10:00,osward,E05001343,2
2025-02-20 14:10:00,osward,E05001350,2
2025-02-20 14:10:00,osward,OTHER,7
2025-02-20 14:10:00,postcode_area,BD13,2
2025-02-20 14:10:00,postcode_area,BD2,2
2025-02-20 14:10:00,postcode_area,OTHER,7
2025-02-20 14:30:00,oslaua,E08000032,9
2025-02-20 14:30:00,osward,E05001344,4
2025-02-20 14:30:00,osward,E05001348,2
2025-02-20 14:30:00,osward,E05001362,3
2025-02-20 14:30:00,postcode_area,BD14,2
2025-02-20 14:30:00,postcode_area,BD18,3
2025-02-20 14:30:00,postcode_area,BD2,4
2025-02-20 14:50:00,oslaua,E08000032,16
2025-02-20 14:50:00,osward,E05001342,2
2025-02-20 14:50:00,osward,E05001354,14
2025-02-20 14:50:00,postcode_area,BD16,2
2025-02-20 14:50:00,postcode_area,LS29,14
2025-02-20 15:10:00,oslaua,E06000065,4
2025-02-20 15:10:00,oslaua,E08000032,4
2025-02-20 15:10:00,osward,E05001368,4
2025-02-20 15:10:00,osward,OTHER,4
2025-02-20 15:10:00,postcode_area,BD18,4
2025-02-20 15:10:00,postcode_area,OTHER,4
2025-02-20 15:30:00,oslaua,E08000032,5
2025-02-20 15:30:00,oslaua,E08000035,5
2025-02-20 15:30:00,osward,E05001342,5
2025-02-20 15:30:00,osward,OTHER,5
2025-02-20 15:30:00,postcode_area,BD16,5
2025-02-20 15:30:00,postcode_area,OTHER,5
2025-02-20 15:50:00,oslaua,E08000032,3
2025-02-20 15:50:00,oslaua,E08000035,5
2025-02-20 15:50:00,osward,E05001342,3
2025-02-20 15:50:00,osward,OTHER,5
2025-02-20 15:50:00,postcode_area,BD16,3
2025-02-20 15:50:00,postcode_area,OTHER,5
2025-02-20 16:10:00,oslaua,E06000065,1
2025-02-20 16:10:00,oslaua,E08000032,7
2025-02-20 16:10:00,osward,E05001343,2
2025-02-20 16:10:00,osward,E05001362,5
2025-02-20 16:10:00,osward,OTHER,1
2025-02-20 16:10:00,postcode_area,BD16,2
2025-02-20 16:10:00,postcode_area,BD18,5
2025-02-20 16:10:00,postcode_area,OTHER,1
2025-02-20 16:30:00,oslaua,E08000034,2
2025-02-20 16:30:00,oslaua,E08000035,6
2025-02-20 16:30:00,osward,OTHER,8
2025-02-20 16:30:00,postcode_area,OTHER,8
2025-02-20 16:50:00,oslaua,E08000032,3
2025-02-20 16:50:00,oslaua,E08000035,2
2025-02-20 16:50:00,oslaua,E09000005,3
2025-02-20 16:50:00,osward,E05001342,3
2025-02-20 16:50:00,osward,OTHER,5
2025-02-20 16:50:00,postcode_area,BD16,3
2025-02-20 16:50:00,postcode_area,OTHER,5
2025-02-20 17:10:00,oslaua,E08000032,8
2025-02-20 17:10:00,osward,E05001342,3
2025-02-20 17:10:00,osward,E05001356,5
2025-02-20 17:10:00,postcode_area,BD16,3
2025-02-20 17:10:00,postcode_area,BD20,5
2025-02-20 17:30:00,oslaua,E06000013,2
2025-02-20 17:30:00,oslaua,E08000032,6
2025-02-20 17:30:00,osward,E05001343,4
2025-02-20 17:30:00,osward,E05001366,2
2025-02-20 17:30:00,osward,OTHER,2
2025-02-20 17:30:00,postcode_area,BD16,4
2025-02-20 17:30:00,postcode_area,LS29,2
2025-02-20 17:30:00,postcode_area,OTHER,2
2025-02-21 10:00:00,oslaua,E08000032,7
2025-02-21 10:00:00,oslaua,E08000035,1
2025-02-21 10:00:00,osward,E05001342,4
2025-02-21 10:00:00,osward,E05001366,3
2025-02-21 10:00:00,osward,OTHER,1
2025-02-21 10:00:00,postcode_area,BD16,4
2025-02-21 10:00:00,postcode_area,LS29,3
2025-02-21 10:00:00,postcode_area,OTHER,1
2025-02-21 10:20:00,oslaua,E08000032,7
2025-02-21 10:20:00,oslaua,E08000035,1
2025-02-21 10:20:00,osward,E05001354,7
2025-02-21 10:20:00,osward,OTHER,1
2025-02-21 10:20:00,postcode_area,LS29,7
2025-02-21 10:20:00,postcode_area,OTHER,1
2025-02-21 10:40:00,oslaua,E08000032,8
2025-02-21 10:40:00,osward,E05001351,3
2025-02-21 10:40:00,osward,E05001360,5
2025-02-21 10:40:00,postcode_area,BD13,5
2025-02-21 10:40:00,postcode_area,BD7,3
2025-02-21 11:00:00,oslaua,E06000015,2
2025-02-21 11:00:00,oslaua,E08000032,6
2025-02-21 11:00:00,osward,E05001363,6
2025-02-21 11:00:00,osward,OTHER,2
2025-02-21 11:00:00,postcode_area,BD15,6
2025-02-21 11:00:00,postcode_area,OTHER,2
2025-02-21 11:20:00,oslaua,E06000014,6
2025-02-21 11:20:00,oslaua,E08000032,2
2025-02-21 11:20:00,osward,E05001352,2
2025-02-21 11:20:00,osward,OTHER,6
2025-02-21 11:20:00,postcode_area,BD9,2
2025-02-21 11:20:00,postcode_area,OTHER,6
2025-02-21 11:40:00,oslaua,E08000032,3
2025-02-21 11:40:00,oslaua,E08000033,5
2025-02-21 11:40:00,osward,E05001349,3
2025-02-21 11:40:00,osward,OTHER,5
2025-02-21 11:40:00,postcode_area,BD20,3
2025-02-21 11:40:00,postcode_area,OTHER,5
2025-02-21 12:00:00,oslaua,E08000032,5
2025-02-21 12:00:00,oslaua,E08000035,6
2025-02-21 12:00:00,osward,E05001362,5
2025-02-21 12:00:00,osward,OTHER,6
2025-02-21 12:00:00,postcode_area,BD18,5
2025-02-21 12:00:00,postcode_area,OTHER,6
2025-02-21 12:20:00,oslaua,E08000019,4
2025-02-21 12:20:00,oslaua,E08000035,4
2025-02-21 12:20:00,osward,OTHER,8
2025-02-21 12:20:00,postcode_area,OTHER,8
2025-02-21 12:40:00,oslaua,E08000032,4
2025-02-21 12:40:00,osward,E05001362,4
2025-02-21 12:40:00,postcode_area,BD18,4
2025-02-21 13:50:00,oslaua,E06000065,3
2025-02-21 13:50:00,oslaua,E08000033,4
2025-02-21 13:50:00,osward,OTHER,7
2025-02-21 13:50:00,postcode_area,OTHER,7
2025-02-21 14:10:00,oslaua,E08000032,8
2025-02-21 14:10:00,osward,E05001342,4
2025-02-21 14:10:00,osward,E05001362,4
2025-02-21 14:10:00,postcode_area,BD16,4
2025-02-21 14:10:00,postcode_area,BD18,4
2025-02-21 14:30:00,oslaua,E08000032,9
2025-02-21 14:30:00,oslaua,E08000035,2
2025-02-21 14:30:00,osward,E05001342,2
2025-02-21 14:30:00,osward,E05001343,7
2025-02-21 14:30:00,osward,OTHER,2
2025-02-21 14:30:00,postcode_area,BD15,2
2025-02-21 14:30:00,postcode_area,BD16,7
2025-02-21 14:30:00,postcode_area,OTHER,2
2025-02-21 14:50:00,oslaua,E06000065,6
2025-02-21 14:50:00,oslaua,E08000032,2
2025-02-21 14:50:00,osward,E05001355,2
2025-02-21 14:50:00,osward,OTHER,6
2025-02-21 14:50:00,postcode_area,BD21,2
2025-02-21 14:50:00,postcode_area,OTHER,6
2025-02-21 15:10:00,oslaua,E08000032,8
2025-02-21 15:10:00,oslaua,E08000035,2
2025-02-21 15:10:00,osward,E05001352,3
2025-02-21 15:10:00,osward,E05001363,5
2025-02-21 15:10:00,osward,OTHER,2
2025-02-21 15:10:00,postcode_area,BD13,5
2025-02-21 15:10:00,postcode_area,BD9,3
2025-02-21 15:10:00,postcode_area,OTHER,2
2025-02-21 15:30:00,oslaua,E08000032,6
2025-02-21 15:30:00,oslaua,E08000035,2
2025-02-21 15:30:00,osward,E05001348,2
2025-02-21 15:30:00,osward,E05001360,4
2025-02-21 15:30:00,osward,OTHER,2
2025-02-21 15:30:00,postcode_area,BD13,4
2025-02-21 15:30:00,postcode_area,BD14,2
2025-02-21 15:30:00,postcode_area,OTHER,2
2025-02-21 15:50:00,oslaua,E08000032,7
2025-02-21 15:50:00,osward,E05001353,3
2025-02-21 15:50:00,osward,E05001362,4
2025-02-21 15:50:00,postcode_area,BD10,3
2025-02-21 15:50:00,postcode_area,BD18,4
2025-02-21 16:10:00,oslaua,E08000032,11
2025-02-21 16:10:00,osward,E05001342,4
2025-02-21 16:10:00,osward,E05001350,7
2025-02-21 16:10:00,postcode_area,BD16,4
2025-02-21 16:10:00,postcode_area,BD2,7
2025-02-21 16:30:00,oslaua,E08000032,4
2025-02-21 16:30:00,oslaua,MISSING,3
2025-02-21 16:30:00,osward,E05001343,4
2025-02-21 16:30:00,osward,OTHER,3
2025-02-21 16:30:00,postcode_area,BD16,4
2025-02-21 16:30:00,postcode_area,OTHER,3
2025-02-21 16:50:00,oslaua,E08000032,6
2025-02-21 16:50:00,oslaua,E08000033,2
2025-02-21 16:50:00,osward,E05001342,3
2025-02-21 16:50:00,osward,E05001356,3
2025-02-21 16:50:00,osward,OTHER,2
2025-02-21 16:50:00,postcode_area,BD16,3
2025-02-21 16:50:00,postcode_area,BD20,3
2025-02-21 16:50:00,postcode_area,OTHER,2
2025-02-21 17:10:00,oslaua,E08000032,8
2025-02-21 17:10:00,osward,E05001342,6
2025-02-21 17:10:00,osward,E05001351,2
2025-02-21 17:10:00,postcode_area,BD16,6
2025-02-21 17:10:00,postcode_area,BD7,2
2025-02-21 17:30:00,oslaua,E08000032,8
2025-02-21 17:30:00,osward,E05001362,8
2025-02-21 17:30:00,postcode_area,BD18,8
2025-02-22 10:00:00,oslaua,E08000032,4
2025-02-22 10:00:00,oslaua,E08000034,4
2025-02-22 10:00:00,osward,E05001362,4
2025-02-22 10:00:00,osward,OTHER,4
2025-02-22 10:00:00,postcode_area,BD18,4
2025-02-22 10:00:00,postcode_area,OTHER,4
2025-02-22 10:20:00,oslaua,E06000065,3
2025-02-22 10:20:00,oslaua,E08000033,5
2025-02-22 10:20:00,osward,OTHER,8
2025-02-22 10:20:00,postcode_area,OTHER,8
2025-02-22 10:40:00,oslaua,E08000032,8
2025-02-22 10:40:00,osward,E05001342,2
2025-02-22 10:40:00,osward,E05001365,6
2025-02-22 10:40:00,postcode_area,BD16,2
2025-02-22 10:40:00,postcode_area,BD4,6
2025-02-22 11:00:00,oslaua,E08000032,8
2025-02-22 11:00:00,osward,E05001342,3
2025-02-22 11:00:00,osward,E05001369,5
2025-02-22 11:00:00,postcode_area,BD16,3
2025-02-22 11:00:00,postcode_area,BD22,5
2025-02-22 11:20:00,oslaua,E08000032,4
2025-02-22 11:20:00,oslaua,E08000036,3
2025-02-22 11:20:00,oslaua,MISSING,1
2025-02-22 11:20:00,osward,E05001342,4
2025-02-22 11:20:00,osward,OTHER,4
2025-02-22 11:20:00,postcode_area,BD16,4
2025-02-22 11:20:00,postcode_area,OTHER,4
2025-02-22 11:40:00,oslaua,E08000032,3
2025-02-22 11:40:00,oslaua,E08000033,3
2025-02-22 11:40:00,oslaua,E08000035,2
2025-02-22 11:40:00,osward,E05001353,3
2025-02-22 11:40:00,osward,OTHER,5
2025-02-22 11:40:00,postcode_area,BD10,3
2025-02-22 11:40:00,postcode_area,OTHER,5
2025-02-22 12:00:00,oslaua,E08000032,7
2025-02-22 12:00:00,osward,E05001341,3
2025-02-22 12:00:00,osward,E05001365,4
2025-02-22 12:00:00,postcode_area,BD17,3
2025-02-22 12:00:00,postcode_area,BD4,4
2025-02-22 12:20:00,oslaua,E08000032,8
2025-02-22 12:20:00,osward,E05001352,4
2025-02-22 12:20:00,osward,E05001353,4
2025-02-22 12:20:00,postcode_area,BD10,4
2025-02-22 12:20:00,postcode_area,BD18,4
2025-02-22 13:50:00,oslaua,E08000032,7
2025-02-22 13:50:00,oslaua,MISSING,1
2025-02-22 13:50:00,osward,E05001366,4
2025-02-22 13:50:00,osward,E05001370,3
2025-02-22 13:50:00,osward,OTHER,1
2025-02-22 13:50:00,postcode_area,BD12,3
2025-02-22 13:50:00,postcode_area,LS29,4
2025-02-22 13:50:00,postcode_area,OTHER,1
2025-02-22 14:10:00,oslaua,E08000032,8
2025-02-22 14:10:00,osward,E05001342,4
2025-02-22 14:10:00,osward,E05001364,4
2025-02-22 14:10:00,postcode_area,BD16,4
2025-02-22 14:10:00,postcode_area,BD9,4
2025-02-22 14:30:00,oslaua,E07000037,2
2025-02-22 14:30:00,oslaua,E08000032,8
2025-02-22 14:30:00,osward,E05001342,6
2025-02-22 14:30:00,osward,E05001362,2
2025-02-22 14:30:00,osward,OTHER,2
2025-02-22 14:30:00,postcode_area,BD16,6
2025-02-22 14:30:00,postcode_area,BD18,2
2025-02-22 14:30:00,postcode_area,OTHER,2
2025-02-22 14:50:00,oslaua,E06000014,4
2025-02-22 14:50:00,oslaua,E08000032,4
2025-02-22 14:50:00,osward,E05001342,4
2025-02-22 14:50:00,osward,OTHER,4
2025-02-22 14:50:00,postcode_area,BD16,4
2025-02-22 14:50:00,postcode_area,OTHER,4
2025-02-22 15:10:00,oslaua,E08000032,8
2025-02-22 15:10:00,osward,E05001362,8
2025-02-22 15:10:00,postcode_area,BD18,8
2025-02-22 15:30:00,oslaua,E08000032,7
2025-02-22 15:30:00,oslaua,E08000035,1
2025-02-22 15:30:00,osward,E05001343,4
2025-02-22 15:30:00,osward,E05001368,3
2025-02-22 15:30:00,osward,OTHER,1
2025-02-22 15:30:00,postcode_area,BD16,4
2025-02-22 15:30:00,postcode_area,BD18,3
2025-02-22 15:30:00,postcode_area,OTHER,1
2025-02-22 15:50:00,oslaua,E08000032,7
2025-02-22 15:50:00,oslaua,E08000035,4
2025-02-22 15:50:00,osward,E05001342,2
2025-02-22 15:50:00,osward,E05001362,5
2025-02-22 15:50:00,osward,OTHER,4
2025-02-22 15:50:00,postcode_area,BD16,2
2025-02-22 15:50:00,postcode_area,BD18,5
2025-02-22 15:50:00,postcode_area,OTHER,4
2025-02-22 16:10:00,oslaua,E06000011,4
2025-02-22 16:10:00,oslaua,E08000032,3
2025-02-22 16:10:00,osward,E05001353,3
2025-02-22 16:10:00,osward,OTHER,4
2025-02-22 16:10:00,postcode_area,BD10,3
2025-02-22 16:10:00,postcode_area,OTHER,4
2025-02-22 16:30:00,oslaua,E08000032,12
2025-02-22 16:30:00,osward,E05001356,9
2025-02-22 16:30:00,osward,E05001362,3
2025-02-22 16:30:00,postcode_area,BD18,3
2025-02-22 16:30:00,postcode_area,BD20,9
2025-02-22 16:50:00,oslaua,E06000011,2
2025-02-22 16:50:00,oslaua,E08000032,6
2025-02-22 16:50:00,oslaua,E08000035,2
2025-02-22 16:50:00,oslaua,MISSING,3
2025-02-22 16:50:00,osward,E05001343,2
2025-02-22 16:50:00,osward,E05001366,4
2025-02-22 16:50:00,osward,OTHER,7
2025-02-22 16:50:00,postcode_area,BD16,2
2025-02-22 16:50:00,postcode_area,LS29,4
2025-02-22 16:50:00,postcode_area,OTHER,7
2025-02-22 17:10:00,oslaua,E08000032,2
2025-02-22 17:10:00,oslaua,E08000034,5
2025-02-22 17:10:00,osward,E05001354,2
2025-02-22 17:10:00,osward,OTHER,5
2025-02-22 17:10:00,postcode_area,LS29,2
2025-02-22 17:10:00,postcode_area,OTHER,5
2025-02-22 17:30:00,oslaua,E08000034,4
2025-02-22 17:30:00,oslaua,E08000035,3
2025-02-22 17:30:00,osward,OTHER,7
2025-02-22 17:30:00,postcode_area,OTHER,7
2025-02-23 10:00:00,oslaua,E08000032,3
2025-02-23 10:00:00,oslaua,E08000035,2
2025-02-23 10:00:00,oslaua,E08000036,4
2025-02-23 10:00:00,osward,E05001342,3
2025-02-23 10:00:00,osward,OTHER,6
2025-02-23 10:00:00,postcode_area,BD16,3
2025-02-23 10:00:00,postcode_area,OTHER,6
2025-02-23 10:20:00,oslaua,E08000032,5
2025-02-23 10:20:00,oslaua,E08000035,3
2025-02-23 10:20:00,osward,E05001362,5
2025-02-23 10:20:00,osward,OTHER,3
2025-02-23 10:20:00,postcode_area,BD18,5
2025-02-23 10:20:00,postcode_area,OTHER,3
2025-02-23 10:40:00,oslaua,E08000032,6
2025-02-23 10:40:00,oslaua,E08000035,2
2025-02-23 10:40:00,osward,E05001343,3
2025-02-23 10:40:00,osward,E05001352,3
2025-02-23 10:40:00,osward,OTHER,2
2025-02-23 10:40:00,postcode_area,BD16,3
2025-02-23 10:40:00,postcode_area,BD18,3
2025-02-23 10:40:00,postcode_area,OTHER,2
2025-02-23 11:00:00,oslaua,E06000065,4
2025-02-23 11:00:00,oslaua,E08000032,4
2025-02-23 11:00:00,osward,E05001343,4
2025-02-23 11:00:00,osward,OTHER,4
2025-02-23 11:00:00,postcode_area,BD13,4
