start,geography_type,geography_code,count_of_tickets
2025-04-09 11:15:00,oslaua,E06000015,4
2025-04-09 11:15:00,oslaua,E08000032,19
2025-04-09 11:15:00,oslaua,MISSING,31
2025-04-09 11:15:00,osward,E05001342,4
2025-04-09 11:15:00,osward,E05001351,1
2025-04-09 11:15:00,osward,E05001362,3
2025-04-09 11:15:00,osward,E05001366,5
2025-04-09 11:15:00,osward,E05001367,6
2025-04-09 11:15:00,osward,OTHER,35
2025-04-09 11:15:00,postcode_area,BD16,4
2025-04-09 11:15:00,postcode_area,BD18,3
2025-04-09 11:15:00,postcode_area,BD6,6
2025-04-09 11:15:00,postcode_area,BD7,1
2025-04-09 11:15:00,postcode_area,LS29,5
2025-04-09 11:15:00,postcode_area,OTHER,35
2025-04-09 13:30:00,oslaua,E08000032,12
2025-04-09 13:30:00,oslaua,E08000034,6
2025-04-09 13:30:00,oslaua,MISSING,54
2025-04-09 13:30:00,osward,E05001343,4
2025-04-09 13:30:00,osward,E05001361,4
2025-04-09 13:30:00,osward,E05001364,2
2025-04-09 13:30:00,osward,E05001367,2
2025-04-09 13:30:00,osward,OTHER,60
2025-04-09 13:30:00,postcode_area,BD16,4
2025-04-09 13:30:00,postcode_area,BD6,6
2025-04-09 13:30:00,postcode_area,BD9,2
2025-04-09 13:30:00,postcode_area,OTHER,60
2025-04-09 15:15:00,oslaua,E08000032,8
2025-04-09 15:15:00,oslaua,MISSING,42
2025-04-09 15:15:00,osward,E05001347,2
2025-04-09 15:15:00,osward,E05001351,3
2025-04-09 15:15:00,osward,E05001360,3
2025-04-09 15:15:00,osward,OTHER,42
2025-04-09 15:15:00,postcode_area,BD6,3
2025-04-09 15:15:00,postcode_area,BD7,5
2025-04-09 15:15:00,postcode_area,OTHER,42
